iindex,Timestep_0,Day_0,Month_0,Hour_0,Potential_Temperature_0,Mixing_Depth_0,Specific_Humidity_0,Terrain_Altitude_0,Solar_Radiation_0,Latitude_0,Longitude_0,AltP_meters_0,Temperature_C_0,DateTime_0,Timestep_-24,Day_-24,Month_-24,Hour_-24,Potential_Temperature_-24,Mixing_Depth_-24,Specific_Humidity_-24,Terrain_Altitude_-24,Solar_Radiation_-24,Latitude_-24,Longitude_-24,AltP_meters_-24,Temperature_C_-24,Cumulative_Dist_-24,bearings_from_origin_-24,DateTime_-24,DateTime,Year,CloseTime,Julian Open Time,Julian Closing Time,Latitude,Longitude,AltP_feet,AltP_meters,Methane (ppm),CH4 (ppbv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CS2 (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),EtCl (MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),1-Pentene,Isoprene (E_B),"1,3-Butadiene (B)",trans-2-Pentene,cis-2-Pentene,3-Methyl-1-butene,2-Methyl-1-Butene,2-Methyl-2-butene,"1,2-Propadiene",n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),2-Methylheptane (B),3-Methylheptane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)","2,2,4-Trimethylpentane (B)","2,3,4-Trimethylpentane",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane,Methylcylohexane (B),Benzene (E_MS),Toluene (B),Ethylbenzene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS)
3331,0,8,12,16,290.7,313.2,6.1,46.5,40.6,33.601,-118.114,888.5,9.75,12/8/2021 16:00,-24,7,12,16,295,294.1,5,229.9,8.2,33.203,-117.491,1132.4,9.45,116247.5098,2.220981201,12/7/2021 16:00,12/8/2021 16:17,2021,16:18:36,44538.67914,44538.67958,33.6007505,-118.1143506,2915,888.492,1.984306002,198.4306002,91.86500846,431.9946355,594.5517373,,5.945986966,505.3182151,228.0713541,71.04856151,16.29511642,3.1913064,3.273720961,35.23152651,149.4007874,277.272002,22.72462642,30.06383785,15.07435945,1.294569901,77.6878956,158.9879892,5.446396686,4.237330826,573.4431426,9.415632008,1.159077348,0.84518663,0.375206783,0.635135822,1.680366192,,19.10603602,8.483516381,1.655582818,5.545557981,0.762049346,6.551921022,0.892704091,1.247694594,1.214981511,1230.094068,178.4622827,243.5634909,1380.031332,30.68203308,158.5308959,238.1213966,,4.768287228,,,122.7304581,117.1555336,,,,,,,,,,24.0764701,11.30068204,3.891476679,,,5.39900855,7.564500794,23.50115665,15.81440935,9.188095233,9.450871005,,,10.99466152,7.133108145,21.11059347,5.485974839,4.556300959,11.99385773,5.515217984,4.679108309,50.43901242,120.0481722,15.21934325,42.03522744,15.70722872,,,,5.496848028,,,,5.30511673,,,
3332,0,8,12,16,290.5,306.7,6.1,52.1,40.7,33.633,-118.058,855.6,9.85,12/8/2021 16:00,-24,7,12,16,294.6,292.2,5.1,224.5,8.1,33.179,-117.479,1100.5,9.45,111415.1408,2.322112255,12/7/2021 16:00,12/8/2021 16:19,2021,16:19:52,44538.68003,44538.68046,33.6328344,-118.0577411,2807,855.5736,1.9903668,199.03668,102.5522554,436.5692393,561.7503231,,10.36123755,488.8762969,228.8625958,69.58320117,16.263409,3.156659192,3.209120113,37.09755309,146.6562147,274.8862162,22.51996384,30.07815103,15.04113766,1.333011143,77.72105308,132.9487988,4.791591609,5.156115801,558.8306099,8.523645134,1.229225887,0.874210127,0.366859783,0.584645122,1.542859214,,19.52762139,8.891515406,1.753224241,5.726586634,0.79317556,6.755940396,0.883539192,1.250090889,1.20374883,1222.513735,206.868478,246.3662253,1447.52857,27.70906041,150.7726684,227.6735081,,4.762007561,,,126.9423685,104.8820969,,,,,,,,,4.921725529,24.91783161,11.23158635,3.720078447,3.052175774,,6.197239171,6.91139304,21.10180353,14.63550439,8.985617752,9.569690793,,,12.18744539,8.239969754,22.17747275,6.133426703,4.122367535,13.034212,7.205365431,5.126770831,53.03388199,123.4844622,15.72613042,45.45061733,17.65405671,,,,5.275288645,3.349162638,,,6.481806091,,,
3333,0,8,12,16,290.6,291.5,6.1,57.8,40.6,33.685,-118.035,866.9,9.85,12/8/2021 16:00,-24,7,12,16,293.6,288.9,5.4,231.7,8.2,33.188,-117.471,1020.3,9.25,105153.3076,2.380694357,12/7/2021 16:00,12/8/2021 16:20,2021,16:21:01,44538.68086,44538.68126,33.6847394,-118.035129,2844,866.8512,1.994973355,199.4973355,114.7381014,439.545745,598.024367,,24.79291765,520.4766784,234.0320455,70.22275027,16.49574744,3.385316249,3.484223805,60.79986052,162.6813317,290.0196236,24.47682631,27.74924939,17.39862482,1.222548888,77.12569632,95.06075115,1.693487637,3.382224893,608.0740245,8.431789534,1.226416523,0.930916584,0.603254321,0.934917077,1.721443315,,15.80818364,7.114278469,1.735434976,6.984051203,0.856982256,9.436626876,1.136394938,1.67816518,1.792066845,1541.622714,155.3091717,261.9883296,1291.59716,12.58262713,136.6070446,259.7093912,10.41309289,,,,131.4601365,73.81082788,,,,,,,,,,19.38188836,9.89598202,5.463787761,3.260370513,,6.225794743,7.896160687,21.51235973,15.49079148,7.65290368,8.2520423,,,10.3743919,7.953005633,21.06168643,5.470756961,3.851159144,13.41147345,6.716112223,4.09934081,50.99431206,75.37335433,8.816434408,21.78344011,9.070855369,,,,,,,,,,,
3334,0,8,12,16,288.3,269.3,7.3,60.8,40.3,33.747,-118.069,462.1,11.45,12/8/2021 16:00,-24,7,12,16,287.5,389.4,7.7,94.7,9.4,32.709,-117.522,117.5,13.45,144986.8222,2.723781341,12/7/2021 16:00,12/8/2021 16:21,2021,16:22:33,44538.68192,44538.68233,33.7467928,-118.0688365,1516,462.0768,2.001930337,200.1930337,104.160347,437.4015042,586.4528197,,12.76406161,494.6615015,220.2856159,69.49966605,16.19535035,3.212100371,3.14010355,59.89924654,160.7493931,281.3983597,23.38696887,31.01289202,16.55599551,1.356427574,76.11417055,99.19681415,2.163853804,3.840881729,556.1271842,8.386281254,1.335404676,0.928457955,0.473381633,0.873296995,2.00243862,,20.33772702,9.009052436,1.84357766,5.813330693,0.845138958,7.15322219,0.985003707,1.252243072,1.331820312,1440.815964,208.4405565,252.2503733,1073.2775,25.69776122,119.3075686,252.3428171,,,,,129.0512262,76.10981685,,,,,,,,,,19.57465881,12.79310924,3.440979634,4.124859023,4.361055642,6.467969884,9.235378134,24.70146639,15.72543994,9.823738079,9.891653478,,,13.76829828,9.87976473,22.00975783,6.409235717,4.719025994,16.53687585,6.760589787,6.772033923,56.11928269,108.4608236,17.22029811,48.71621857,17.98841516,3.054320709,,,9.42761883,4.92793063,3.576728133,4.227933468,11.49846364,4.395474232,3.102793177,
3335,0,8,12,16,287.7,259.3,7.6,61,40.2,33.772,-118.097,313,12.25,12/8/2021 16:00,-24,7,12,16,288.2,393.3,8.4,91,8.9,32.761,-117.572,9.2,15.15,140931.8671,2.729442285,12/7/2021 16:00,12/8/2021 16:22,2021,16:23:26,44538.68255,44538.68294,33.7723343,-118.0970416,1027,313.0296,2.147790976,214.7790976,189.1076752,450.4447622,671.0397094,,278.1125884,495.5886951,233.6726418,70.40090126,16.4513036,3.731692448,3.566543524,156.0974351,205.677702,308.9267854,25.59033377,38.56207901,26.56849627,1.708830408,80.48539557,117.6390025,4.857065977,7.312366886,604.4530527,12.82916524,1.728091016,1.047006691,1.867924193,2.939240537,2.867638424,,24.06234801,10.43659259,2.450458043,8.871256476,1.302822344,14.07173425,1.663732882,2.459404564,2.879041724,5238.177781,771.4280429,563.5709372,4286.739868,298.9867406,974.6849525,2858.150283,45.06934516,63.67244124,16.62444569,18.06880724,1264.076571,576.2263404,20.09693016,,8.64053203,12.49894498,6.168976437,9.237462517,28.06745263,4.38667748,8.303163876,153.300422,78.63487044,23.66065656,15.70014696,12.99891306,35.36713102,78.83787544,219.17745,135.8986485,72.31335837,80.58827604,,,79.06524479,56.53193179,90.61494232,19.25515093,58.58101234,152.7975957,60.44501001,51.13293526,159.1911037,322.7125189,33.86842954,113.4095345,38.06007146,5.982121926,,6.129259587,17.51652454,10.12768605,7.319664347,6.6623551,23.4510956,6.509901014,4.626779308,
3336,0,8,12,16,287.2,249.6,8,60.9,40,33.797,-118.126,106.1,13.85,12/8/2021 16:00,-24,7,12,16,288.3,389.9,8.5,91.1,8.4,32.809,-117.597,9.2,15.25,138161.1001,2.718280216,12/7/2021 16:00,12/8/2021 16:23,2021,16:24:19,44538.68315,44538.68355,33.7966892,-118.1259466,348,106.0704,2.150664396,215.0664396,230.1653584,451.7551164,611.2841128,,15.68217222,518.7222489,234.0084058,70.04723047,16.47580484,3.936007247,3.879015812,175.9700448,226.9815056,313.4985571,25.64866154,37.0551641,26.89893051,1.677253476,76.73840484,114.7841614,6.363736269,8.748524604,613.5895424,9.752818902,1.729644456,1.042495668,1.28484692,1.913266927,2.73727973,,19.87427754,8.278367688,1.921140843,7.591401506,0.948325307,10.73741397,1.424687918,1.960788791,2.111497427,5312.446745,932.6767944,680.2280974,3998.669308,222.7704595,721.9094443,1643.26512,34.78079157,36.06232668,7.857998746,9.044736892,761.9449446,404.5122872,11.34074111,6.800279754,14.09771015,7.42846898,4.119786691,5.706033178,11.66983961,8.523457779,13.3367161,113.4780991,58.86433869,20.23111845,13.202753,11.12885593,25.01377572,47.72345082,152.3101136,98.960413,50.97573592,53.51166066,,,60.67034936,45.66829008,87.81717665,22.88901249,41.54912542,115.3832683,54.17367343,43.22419164,137.9619384,302.1988149,41.99613464,125.6550449,45.03288641,7.757333373,,6.638087719,20.41774203,11.61016536,8.588727774,6.059153199,32.41565261,9.690888602,10.85644419,3.697783158
3337,0,8,12,16,287.8,241.9,8.6,60.7,39.9,33.816,-118.149,0.6,15.15,12/8/2021 16:00,-24,7,12,16,288.3,399.9,8.5,84.1,8.3,32.81,-117.629,8.5,15.35,138896.7828,2.731339346,12/7/2021 16:00,12/8/2021 16:24,2021,16:25:00,44538.68362,44538.68403,33.8160049,-118.1491872,2,0.6096,2.604161509,260.4161509,752.4359022,547.9592678,585.5815053,5.727257788,56.62430446,511.4768388,232.1795285,73.201023,16.27885584,5.605367394,4.232129894,750.7622609,521.467659,463.993894,25.71170356,76.16298324,71.92797123,3.255272306,78.94944622,173.0806569,11.45626158,20.57222879,617.7889885,9.64335391,2.044720064,1.069822868,5.585058121,7.34669214,5.339377579,,33.93396978,11.35392458,2.419174956,9.362089257,1.26588175,12.04774987,1.621777125,2.249143994,2.723291404,18046.91703,3778.882816,2097.537623,9923.829379,1005.080827,1957.718444,4584.639546,209.7290624,163.6426308,61.13567893,58.05486757,2342.371916,1036.19939,55.76820109,63.03519069,116.2898672,67.46901091,35.87801084,23.69033227,72.170314,106.776498,65.26284105,353.8547289,205.1098146,66.54973174,59.0306793,37.78503744,97.24508068,204.7245674,550.6767247,343.1444093,218.6353221,214.1840989,,,247.6910311,168.1609748,334.4168386,119.0892503,126.9797684,417.8932584,168.9257896,172.8067233,452.2079212,1031.237135,135.9389187,598.2885408,219.1989667,64.8881458,13.11546869,32.26841243,120.058144,58.64148061,49.22363222,42.61154871,171.7504965,67.14476214,191.9155446,44.43854502
3338,0,8,12,16,287.5,234.9,7.6,59.6,39.8,33.832,-118.18,286.5,12.45,12/8/2021 16:00,-24,7,12,16,288.5,427.4,8.7,65.3,8.2,32.802,-117.709,6.9,15.65,140950.5897,2.77432617,12/7/2021 16:00,12/8/2021 16:25,2021,16:25:41,44538.68411,44538.6845,33.8317568,-118.1798441,940,286.512,2.053941096,205.3941096,162.1069931,458.3791144,647.6593176,,28.35942097,496.3950308,231.0017768,69.83557851,16.44185743,3.410970542,3.515530981,111.8586839,183.4924161,284.6231422,22.97821631,34.56142499,20.99449843,1.52824193,77.93500926,101.676013,3.724198277,4.990028533,578.45622,8.873811514,1.573221449,1.06622504,0.854968635,1.486756015,2.526721984,,23.18900236,10.36226672,2.449627562,9.158070992,1.188269144,10.51256235,1.223524579,1.841129676,2.187256303,2859.85105,516.7201108,440.7926222,2092.149891,135.0622878,357.8691079,812.524321,29.09505818,23.30388787,4.041195895,4.129384354,383.5155463,199.517552,7.20654847,4.72769907,,,,4.320632037,3.928672655,3.437807556,4.487094178,53.08719002,34.16892611,16.05614188,9.297973651,7.282918856,13.89268652,24.50611587,67.57510391,41.47517373,27.36325022,27.22281784,,,37.33735227,23.94100665,49.43459192,15.4745254,18.11672048,48.87768473,21.03788796,22.05031145,90.84709317,174.980192,23.97601608,72.88434324,26.86918411,5.852701675,,3.997745725,11.25818681,7.234062353,4.788455389,4.0827721,10.44411604,4.933876515,,
3339,0,8,12,16,290.8,252.4,6,54.1,39.9,33.773,-118.2,860.8,10.15,12/8/2021 16:00,-24,7,12,16,288.4,371.4,7.2,100.8,7.9,32.876,-117.588,593.8,9.65,140428.5257,2.620513818,12/7/2021 16:00,12/8/2021 16:26,2021,16:27:05,44538.68506,44538.68547,33.7729325,-118.1998678,2824,860.7552,2.014608531,201.4608531,121.2899537,419.47838,596.1656488,,14.40791086,508.517116,227.9156049,72.91243925,16.14357917,3.341163002,3.406602576,83.15996068,164.30082,304.1536676,24.01999247,31.80783674,17.93140297,1.456340667,75.50560325,103.931802,1.544164781,3.891487481,602.3486345,8.43406384,1.160363545,0.883185188,0.71709273,1.03461656,1.914123874,,19.49840049,7.322316712,1.914922729,8.042216365,1.006581684,11.37959534,1.506445463,1.995319578,2.238113546,1821.113601,193.5261483,303.4257136,1373.319967,20.03451065,180.0573593,328.498775,,,,,172.7614199,84.52502141,,,,,,,,,,24.71294815,13.52560724,6.696849977,4.949002226,4.976568662,7.995455213,11.33493125,30.74714177,19.77050502,12.04148581,12.29732522,,,16.17715324,11.76552895,28.30432974,8.175811443,6.400518015,20.84424296,8.938880442,8.529469465,64.91324714,93.92582282,13.66595355,30.49211884,13.77701211,,,,5.851685793,3.259630277,3.189269495,,9.284097214,,,
3340,0,8,12,16,296,258.1,4.5,67,40.3,33.79,-118.029,1791.6,5.85,12/8/2021 16:00,-24,7,12,16,297.4,290.1,4.9,772.5,16.4,34.568,-117.287,1162.4,6.25,163367.0289,0.664373983,12/7/2021 16:00,12/8/2021 16:29,2021,16:29:42,44538.68681,44538.68729,33.789712,-118.0293819,5878,1791.6144,1.949068812,194.9068812,76.68961871,423.3191758,569.3520089,,3.623232577,491.3302955,220.221983,69.20747333,16.17543681,3.065842442,3.145387411,29.39293469,133.8936704,256.8734406,22.27455478,27.77185166,13.80620047,1.22798662,76.92646973,78.5998813,0.429847557,2.254822145,534.5503458,7.386314795,0.254314944,0.685573631,0.25551012,0.326571668,0.852883208,,18.10272592,8.376352403,1.197588772,2.967408736,0.411396343,3.628742219,0.465244048,0.561501778,0.580540881,921.8172881,32.68654458,111.3809216,282.0001332,7.387694995,36.7740592,77.92529705,,,,,36.18551085,14.66249601,,,,,,,,,,6.922868393,6.32837076,,,,,,5.01903288,3.91169966,,,,,,,4.419433096,,,6.226859015,,,21.29011653,17.80912125,,4.333639613,,,,,,,,,,,,
3341,0,8,12,16,298.9,240.4,4,169.5,40.9,33.827,-117.885,2347.9,2.15,12/8/2021 16:00,-24,7,12,16,305.8,168.3,3.1,1123.1,20.5,35.963,-117.126,2792.7,-5.55,261803.2308,0.279822319,12/7/2021 16:00,12/8/2021 16:31,2021,16:31:46,44538.68821,44538.68873,33.8272594,-117.8846755,7703,2347.8744,1.941530573,194.1530573,63.10242551,433.3858319,593.7882496,,5.073227571,489.3790328,228.3071091,69.899704,16.3558973,3.127596015,3.307873013,23.67593043,134.3002213,254.7787044,22.29764746,27.82422108,13.01978255,1.24649816,78.13319207,84.13511304,0.542816959,2.054199881,557.9464907,8.174991912,0.240098519,0.665674177,0.218587877,0.258873562,0.803245438,,18.62676274,7.368655766,1.082123956,2.745040696,0.346620841,3.11152515,0.373415542,0.4482416,0.467231653,845.9829937,24.38622994,96.0124802,219.0238755,,27.53817366,59.96673332,,,,,24.76478157,10.80931042,,,,,,,,,,3.461622629,5.479361063,,,,,,3.200896926,,,,,,,,3.158893933,,,5.203875034,,,19.8249303,10.74760591,,3.054085297,,,,,,,,,,,,
3342,0,8,12,16,301.7,212.9,3.5,382.8,41.9,33.886,-117.654,2656,-0.35,12/8/2021 16:00,-24,7,12,16,307.3,191.3,2.8,1361.7,25.9,37.428,-114.799,2877.7,-7.45,530399.5929,0.565465825,12/7/2021 16:00,12/8/2021 16:34,2021,16:34:49,44538.69034,44538.69084,33.8858326,-117.6538861,8714,2656.0272,1.941140749,194.1140749,63.40463192,427.6495453,595.0700728,,13.42526334,498.8623919,225.2258484,71.85993085,16.21061329,3.182034427,3.265954866,17.49086986,132.3589965,259.1667982,22.29041362,27.51621507,13.11845463,1.212184228,75.51476218,77.59142578,0.449340218,1.731499102,568.750771,7.385007505,0.233049218,0.698866669,0.202043343,0.295428663,0.841491704,,17.51993063,5.661826726,0.89863313,2.154794119,0.288604123,2.689975571,0.311854179,0.398503957,0.371423571,800.6262998,15.33225852,90.58037575,168.9665047,,19.42495546,33.57118778,,,,,11.84559152,7.780149097,,,,,,,,,,3.61257757,6.992327809,,,,,,,3.335817329,,,,,,,,,,,,,16.89498691,8.293133938,,3.808187912,,,,,,,,,,,,
3343,0,8,12,16,297.2,207.2,4.3,562.4,43,33.854,-117.433,1613.9,3.95,12/8/2021 16:00,-24,7,12,16,295.9,184.8,4.9,659.9,9.8,33.864,-117.326,1039.7,7.15,112928.9806,1.458203531,12/7/2021 16:00,12/8/2021 16:37,2021,16:37:43,44538.69245,44538.69286,33.8536275,-117.4330226,5295,1613.916,1.943512435,194.3512435,70.75035405,430.9813745,582.3900632,,6.938518887,491.6318331,222.9664684,69.57962672,16.32544877,3.049354293,3.210802383,27.21007082,135.2865114,265.6345149,22.22682658,28.01530646,12.79096957,1.261490647,77.20779737,89.9144063,0.266277247,2.134953584,564.9787711,7.9921812,0.231002942,0.617663036,0.255166164,0.305354414,0.840921886,,19.65891436,7.122730881,1.095096822,2.731556837,0.369765652,3.296452486,0.442913223,0.475864915,0.49850059,880.8731851,37.42163568,101.0419257,244.1963557,,29.91273112,73.15467348,,,,,35.15363048,15.27631633,,,,,,,,,,6.025448311,4.388904378,4.650006483,,,,,4.293104031,4.315439006,,,,,,,5.744404945,,,5.381785291,,,21.90996202,15.79522712,,6.701587792,,,,,,,,,,,,
3344,0,8,12,16,296.9,208.2,4.4,604.9,43.4,33.81,-117.357,1488.3,4.45,12/8/2021 16:00,-24,7,12,16,296.7,222.8,4.7,477.6,9.4,33.585,-117.371,1220.9,7.85,122884.5197,-3.089803466,12/7/2021 16:00,12/8/2021 16:38,2021,16:38:53,44538.69322,44538.69367,33.8098473,-117.356988,4883,1488.3384,1.9495728,194.95728,64.75115958,416.2496165,597.1048679,,4.313622547,491.9969636,229.196017,69.89279249,16.27233762,3.145533712,3.186802125,28.36843609,137.1106693,272.2658471,23.45068424,27.47556544,13.56175305,1.280502643,78.12154128,81.380093,0.409707739,2.089493156,559.6793396,8.086573501,0.358287839,0.664943655,0.240989008,0.347116585,0.874668769,,17.88114504,7.42894661,1.137966368,2.803304125,0.372207982,3.394090793,0.386391136,0.515177781,0.524253417,894.4303047,45.17866915,111.6643318,262.6475612,13.66890582,31.02473754,77.23726035,,,,,32.96680818,15.87940958,,,,,,,,,,5.193688281,6.718561463,,,,,,4.804390715,3.713654699,,,,,,,5.049608952,,,5.958883628,,,23.04700489,18.29357452,,3.940236329,,,,,,,,,,,,
3345,0,8,12,16,295.6,209.4,4.8,632.2,44.1,33.665,-117.216,1232.3,5.45,12/8/2021 16:00,-24,7,12,16,298.8,252.5,4.3,308.4,8.4,33.263,-117.378,1485.9,8.95,150377.7239,-2.816499025,12/7/2021 16:00,12/8/2021 16:41,2021,16:41:48,44538.6953,44538.69569,33.6649119,-117.2156914,4043,1232.3064,1.956636659,195.6636659,63.64741121,437.0745955,619.3595881,,16.09198079,506.4996049,227.493315,71.61816884,16.23298836,3.27775649,3.283892545,30.40735093,136.1138177,263.6125827,22.65792851,29.12970871,13.79081806,1.215082778,75.93803844,80.53804736,0.601886116,2.19377043,585.8465101,7.911142413,0.337964836,0.681391915,0.313055624,0.459460815,0.916224603,,17.6259431,6.197338354,1.066380244,3.407088955,0.388788024,4.507618997,0.547384853,0.714725091,0.776202183,1062.205493,55.21767272,138.4674967,476.0059847,9.45052525,50.81285861,115.7197724,4.064393653,,,,54.83647996,28.38924607,,,,,,,,,,8.852650948,6.241294908,,3.14360194,,,3.223696845,8.465900986,5.603952959,,,,,,4.796400305,8.28265246,,,7.29432056,,,28.18821071,23.49797448,3.206352895,9.127940937,5.155594148,,,,,,,,,,,
3346,0,8,12,16,295.6,199.8,4.8,694.2,44.5,33.669,-117.135,1183.2,5.35,12/8/2021 16:00,-24,7,12,16,298.6,223.4,4.3,365.3,8.3,33.298,-117.296,1446,8.65,145970.2057,-2.793541327,12/7/2021 16:00,12/8/2021 16:42,2021,16:43:07,44538.69618,44538.69661,33.6689593,-117.1347722,3882,1183.2336,1.957870344,195.7870344,80.86705468,435.7114966,594.2363924,,45.04197754,499.6831573,223.5071428,69.55726894,16.31045967,3.122443628,3.131392202,32.07580875,137.1860902,265.8792197,22.36050246,28.97914632,15.52804155,1.279108137,76.57932422,83.89791288,0.747918495,2.527449369,567.2548881,7.876024701,0.352867084,0.737092766,0.532158232,0.727880244,1.276517493,,18.74006022,10.16308152,1.563015808,4.675723547,0.62412886,5.34675326,0.76315044,0.912950873,1.049278048,1027.893835,101.407671,132.7650087,483.9791392,53.11539464,48.8641558,120.110514,9.219385405,18.01974576,,,59.77453608,29.41341953,,,,,,,,,,9.813112603,8.536971646,3.579189808,4.622525703,,,,9.490904043,6.628856858,3.967607738,4.092587987,,,5.461667433,3.689538696,9.299332711,,,7.828051333,,,33.4734888,39.71887803,9.018333846,24.56234155,9.375811008,25.30397245,,3.0653977,7.216122127,3.930297271,4.132728358,3.167291087,12.47898153,4.878644963,,
3347,0,8,12,16,295.2,198.6,4.8,720.8,44.4,33.737,-117.16,1078.4,5.65,12/8/2021 16:00,-24,7,12,16,297.4,153.1,4.5,561.9,7.8,33.46,-117.12,1218.3,7.75,120148.3903,3.021694894,12/7/2021 16:00,12/8/2021 16:44,2021,16:44:37,44538.69725,44538.69765,33.7373105,-117.1598106,3538,1078.3824,1.959069813,195.9069813,82.73330695,430.1472383,617.1345666,,195.2078655,497.6979053,230.3772396,71.42101422,16.18728319,3.231319719,3.273305303,39.06486922,140.2027858,257.3273208,23.15982712,29.18066767,13.70404144,1.315311648,78.76603871,85.71552979,0.639290615,2.168781583,552.1820393,16.19673623,0.582293577,0.716979303,0.288337925,0.415766264,1.393210082,,13.52431533,7.98891118,1.29254696,3.755694959,0.450135797,3.965817242,0.521916522,0.739837148,0.79506406,1054.739681,108.3515799,155.694404,483.0422702,31.83548368,79.62986736,143.10921,47.3180368,8.579210689,10.45348966,8.487198742,65.54712325,28.4730572,,,,,,3.610822373,4.212202114,3,,7.892792736,6.992145198,,,,,3.085029085,9.911696764,7.056543716,4.356420682,,,,4.491477683,3.279589952,7.867498701,,3.254500685,8.673125056,,,34.50144135,116.7642015,6.841027236,8.518365662,,,,,,,,,,,,
3348,0,8,12,16,293.5,197.5,5,727.7,44.1,33.819,-117.216,734,7.45,12/8/2021 16:00,-24,7,12,16,295.7,84.8,4.3,826.2,7.7,33.727,-116.777,756.3,8.05,90240.69259,1.815630876,12/7/2021 16:00,12/8/2021 16:46,2021,16:46:37,44538.69866,44538.69904,33.8189517,-117.215928,2408,733.9584,2.078960551,207.8960551,179.5109877,452.0961504,543.5925581,,10.88457775,492.0813313,225.3932705,72.28954674,16.1884602,3.576620906,3.221204244,247.8127639,202.482437,307.6044904,22.87703123,33.54973213,22.48073058,1.52718661,76.41098137,91.85042741,2.068909356,5.453613549,548.6984291,7.438828629,1.196768279,0.826253304,1.10506553,1.472951431,1.962916365,,14.82070484,7.759595011,2.088550986,9.973357271,1.351934343,14.58312422,1.950908125,2.943205259,3.222490917,2685.242627,477.6344519,506.0080118,1881.894221,52.5388326,289.4511014,625.2975433,,11.38248913,,,353.645658,199.121021,,,,,,,,,12.88973105,45.99027302,26.41114738,11.57953646,6.946458911,6.735462309,13.05600591,24.69810509,62.54005262,39.49839565,23.4744906,25.60782386,,,32.94468583,23.20309891,58.92945697,16.00941109,14.59101141,38.10895632,16.8569969,15.25920149,89.42062499,157.4756037,23.90561397,55.38458225,23.67673514,,,3.740729619,8.841961464,5.344298524,3.366868994,,7.090630927,,,
3349,0,8,12,16,292.4,196.1,5.2,728.5,43.9,33.856,-117.242,485.2,8.75,12/8/2021 16:00,-24,7,12,16,293.9,75.2,4.1,926.1,8.2,33.855,-116.635,348.3,9.45,85202.85818,1.569829096,12/7/2021 16:00,12/8/2021 16:47,2021,16:47:37,44538.69933,44538.69973,33.8559101,-117.2416016,1592,485.2416,2.296340754,229.6340754,306.2584856,467.8148825,541.283782,4.286928681,16.60549366,493.3828036,222.0887915,69.63617212,16.18587296,3.684095504,3.523111938,272.9349756,247.3689389,320.9844955,23.80728126,39.21223125,40.35689302,1.641663128,75.91707381,112.4225654,3.755130241,6.211081488,567.5248397,8.684314558,1.436022566,0.806842552,4.338119601,4.189968168,2.663224088,,21.45681007,8.683667188,2.326780092,9.735733521,1.516039735,13.45786022,1.812167638,2.585888217,3.041578975,4573.357774,1085.984434,771.8026448,3748.650884,264.5612276,554.9408426,1196.126585,41.07600397,40.06497759,9.31449312,8.64588896,719.187726,374.4335379,12.5345767,8.544971646,24.68723437,7.932445203,3.927137161,6.769261881,12.83808921,11.26925218,20.86918947,102.1086486,60.63173186,27.82467889,23.70492074,17.65856967,26.86375342,59.25556789,145.6996729,93.77995302,64.7015574,65.16276816,,,90.11331745,53.08836235,127.9943712,37.54875132,29.77868127,98.40321554,43.41010284,39.33141986,175.3041678,332.6055182,51.18986912,160.0707018,54.16458689,258.5426507,4.291319924,11.23064633,30.00879231,19.00155279,14.01048602,13.20269096,37.78655509,15.59754575,25.23310729,6.86225901
